User_ID,Movie_ID
1,1
1,24
1,47
1,70
1,93
1,116
1,139
1,162
1,185
1,208
1,231
1,254
1,277
1,300
1,323
1,346
1,369
1,392
1,415
1,438
1,461
1,484
1,507
1,530
1,553
1,576
1,599
1,622
1,645
1,668
2,18
2,41
2,64
2,87
2,110
2,133
2,156
2,179
2,202
2,225
2,248
2,271
2,294
2,317
2,340
2,363
2,386
2,409
2,432
2,455
2,478
2,501
2,524
2,547
2,570
2,593
2,616
2,639
2,662
2,685
3,35
3,58
3,81
3,104
3,127
3,150
3,173
3,196
3,219
3,242
3,265
3,288
3,311
3,334
3,357
3,380
3,403
3,426
3,449
3,472
3,495
3,518
3,541
3,564
3,587
3,610
3,633
3,656
3,679
3,702
4,52
4,75
4,98
4,121
4,144
4,167
4,190
4,213
4,236
4,259
4,282
4,305
4,328
4,351
4,374
4,397
4,420
4,443
4,466
4,489
4,512
4,535
4,558
4,581
4,604
4,627
4,650
4,673
4,696
4,719
5,69
5,92
5,115
5,138
5,161
5,184
5,207
5,230
5,253
5,276
5,299
5,322
5,345
5,368
5,391
5,414
5,437
5,460
5,483
5,506
5,529
5,552
5,575
5,598
5,621
5,644
5,667
5,690
5,713
5,736
6,86
6,109
6,132
6,155
6,178
6,201
6,224
6,247
6,270
6,293
6,316
6,339
6,362
6,385
6,408
6,431
6,454
6,477
6,500
6,523
6,546
6,569
6,592
6,615
6,638
6,661
6,684
6,707
6,730
6,753
7,103
7,126
7,149
7,172
7,195
7,218
7,241
7,264
7,287
7,310
7,333
7,356
7,379
7,402
7,425
7,448
7,471
7,494
7,517
7,540
7,563
7,586
7,609
7,632
7,655
7,678
7,701
7,724
7,747
7,770
8,120
8,143
8,166
8,189
8,212
8,235
8,258
8,281
8,304
8,327
8,350
8,373
8,396
8,419
8,442
8,465
8,488
8,511
8,534
8,557
8,580
8,603
8,626
8,649
8,672
8,695
8,718
8,741
8,764
8,787
9,137
9,160
9,183
9,206
9,229
9,252
9,275
9,298
9,321
9,344
9,367
9,390
9,413
9,436
9,459
9,482
9,505
9,528
9,551
9,574
9,597
9,620
9,643
9,666
9,689
9,712
9,735
9,758
9,781
9,804
10,154
10,177
10,200
10,223
10,246
10,269
10,292
10,315
10,338
10,361
10,384
10,407
10,430
10,453
10,476
10,499
10,522
10,545
10,568
10,591
10,614
10,637
10,660
10,683
10,706
10,729
10,752
10,775
10,798
10,821
11,171
11,194
11,217
11,240
11,263
11,286
11,309
11,332
11,355
11,378
11,401
11,424
11,447
11,470
11,493
11,516
11,539
11,562
11,585
11,608
11,631
11,654
11,677
11,700
11,723
11,746
11,769
11,792
11,815
11,838
12,188
12,211
12,234
12,257
12,280
12,303
12,326
12,349
12,372
12,395
12,418
12,441
12,464
12,487
12,510
12,533
12,556
12,579
12,602
12,625
12,648
12,671
12,694
12,717
12,740
12,763
12,786
12,809
12,832
12,855
13,205
13,228
13,251
13,274
13,297
13,320
13,343
13,366
13,389
13,412
13,435
13,458
13,481
13,504
13,527
13,550
13,573
13,596
13,619
13,642
13,665
13,688
13,711
13,734
13,757
13,780
13,803
13,826
13,849
13,872
14,222
14,245
14,268
14,291
14,314
14,337
14,360
14,383
14,406
14,429
14,452
14,475
14,498
14,521
14,544
14,567
14,590
14,613
14,636
14,659
14,682
14,705
14,728
14,751
14,774
14,797
14,820
14,843
14,866
14,889
15,239
15,262
15,285
15,308
15,331
15,354
15,377
15,400
15,423
15,446
15,469
15,492
15,515
15,538
15,561
15,584
15,607
15,630
15,653
15,676
15,699
15,722
15,745
15,768
15,791
15,814
15,837
15,860
15,883
15,906
16,256
16,279
16,302
16,325
16,348
16,371
16,394
16,417
16,440
16,463
16,486
16,509
16,532
16,555
16,578
16,601
16,624
16,647
16,670
16,693
16,716
16,739
16,762
16,785
16,808
16,831
16,854
16,877
16,900
16,923
17,273
17,296
17,319
17,342
17,365
17,388
17,411
17,434
17,457
17,480
17,503
17,526
17,549
17,572
17,595
17,618
17,641
17,664
17,687
17,710
17,733
17,756
17,779
17,802
17,825
17,848
17,871
17,894
17,917
17,940
18,290
18,313
18,336
18,359
18,382
18,405
18,428
18,451
18,474
18,497
18,520
18,543
18,566
18,589
18,612
18,635
18,658
18,681
18,704
18,727
18,750
18,773
18,796
18,819
18,842
18,865
18,888
18,911
18,934
18,957
19,307
19,330
19,353
19,376
19,399
19,422
19,445
19,468
19,491
19,514
19,537
19,560
19,583
19,606
19,629
19,652
19,675
19,698
19,721
19,744
19,767
19,790
19,813
19,836
19,859
19,882
19,905
19,928
19,951
19,974
20,324
20,347
20,370
20,393
20,416
20,439
20,462
20,485
20,508
20,531
20,554
20,577
20,600
20,623
20,646
20,669
20,692
20,715
20,738
20,761
20,784
20,807
20,830
20,853
20,876
20,899
20,922
20,945
20,968
20,991
21,341
21,364
21,387
21,410
21,433
21,456
21,479
21,502
21,525
21,548
21,571
21,594
21,617
21,640
21,663
21,686
21,709
21,732
21,755
21,778
21,801
21,824
21,847
21,870
21,893
21,916
21,939
21,962
21,985
21,1008
22,358
22,381
22,404
22,427
22,450
22,473
22,496
22,519
22,542
22,565
22,588
22,611
22,634
22,657
22,680
22,703
22,726
22,749
22,772
22,795
22,818
22,841
22,864
22,887
22,910
22,933
22,956
22,979
22,1002
22,1025
23,375
23,398
23,421
23,444
23,467
23,490
23,513
23,536
23,559
23,582
23,605
23,628
23,651
23,674
23,697
23,720
23,743
23,766
23,789
23,812
23,835
23,858
23,881
23,904
23,927
23,950
23,973
23,996
23,1019
23,1042
24,392
24,415
24,438
24,461
24,484
24,507
24,530
24,553
24,576
24,599
24,622
24,645
24,668
24,691
24,714
24,737
24,760
24,783
24,806
24,829
24,852
24,875
24,898
24,921
24,944
24,967
24,990
24,1013
24,1036
24,1059
25,409
25,432
25,455
25,478
25,501
25,524
25,547
25,570
25,593
25,616
25,639
25,662
25,685
25,708
25,731
25,754
25,777
25,800
25,823
25,846
25,869
25,892
25,915
25,938
25,961
25,984
25,1007
25,1030
25,1053
25,1076
26,426
26,449
26,472
26,495
26,518
26,541
26,564
26,587
26,610
26,633
26,656
26,679
26,702
26,725
26,748
26,771
26,794
26,817
26,840
26,863
26,886
26,909
26,932
26,955
26,978
26,1001
26,1024
26,1047
26,1070
26,1093
27,443
27,466
27,489
27,512
27,535
27,558
27,581
27,604
27,627
27,650
27,673
27,696
27,719
27,742
27,765
27,788
27,811
27,834
27,857
27,880
27,903
27,926
27,949
27,972
27,995
27,1018
27,1041
27,1064
27,1087
27,1110
28,460
28,483
28,506
28,529
28,552
28,575
28,598
28,621
28,644
28,667
28,690
28,713
28,736
28,759
28,782
28,805
28,828
28,851
28,874
28,897
28,920
28,943
28,966
28,989
28,1012
28,1035
28,1058
28,1081
28,1104
28,1127
29,477
29,500
29,523
29,546
29,569
29,592
29,615
29,638
29,661
29,684
29,707
29,730
29,753
29,776
29,799
29,822
29,845
29,868
29,891
29,914
29,937
29,960
29,983
29,1006
29,1029
29,1052
29,1075
29,1098
29,1121
29,1144
30,494
30,517
30,540
30,563
30,586
30,609
30,632
30,655
30,678
30,701
30,724
30,747
30,770
30,793
30,816
30,839
30,862
30,885
30,908
30,931
30,954
30,977
30,1000
30,1023
30,1046
30,1069
30,1092
30,1115
30,1138
30,1161
31,511
31,534
31,557
31,580
31,603
31,626
31,649
31,672
31,695
31,718
31,741
31,764
31,787
31,810
31,833
31,856
31,879
31,902
31,925
31,948
31,971
31,994
31,1017
31,1040
31,1063
31,1086
31,1109
31,1132
31,1155
31,1178
32,528
32,551
32,574
32,597
32,620
32,643
32,666
32,689
32,712
32,735
32,758
32,781
32,804
32,827
32,850
32,873
32,896
32,919
32,942
32,965
32,988
32,1011
32,1034
32,1057
32,1080
32,1103
32,1126
32,1149
32,1172
32,1195
33,545
33,568
33,591
33,614
33,637
33,660
33,683
33,706
33,729
33,752
33,775
33,798
33,821
33,844
33,867
33,890
33,913
33,936
33,959
33,982
33,1005
33,1028
33,1051
